# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jul 12 08:37:58 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_bmassj,pl_eqt,st_spectype,st_teff,st_mass,st_lum
Kepler-716 c,Kepler-716,1,2,3.96999000,0.046000,1.393,0.00793,992,,5012.00,0.83,-0.504
Kepler-717 b,Kepler-717,1,1,4.40840023,0.052000,2.420,0.02030,1139,,5485.00,0.88,0.604
Kepler-718 b,Kepler-718,1,1,2.05234990,0.032200,16.560,131.00000,1497,,6191.00,1.18,0.134
Kepler-719 b,Kepler-719,1,1,5.00731778,0.055600,8.520,0.17200,998,,5777.00,0.99,0.448
Kepler-720 b,Kepler-720,1,1,4.70832654,0.053900,8.410,0.16800,1162,,5618.00,0.95,0.032
Kepler-721 b,Kepler-721,1,1,5.39202539,0.058300,2.640,0.02350,850,,5075.00,0.82,-0.362
Kepler-722 b,Kepler-722,1,2,4.09357325,0.051400,2.630,0.02330,1182,,5863.00,1.03,-0.039
Kepler-722 c,Kepler-722,1,2,105.14474900,0.447100,2.820,0.02630,401,,5863.00,1.03,-0.039
Kepler-723 b,Kepler-723,1,1,4.08227507,0.047900,12.190,,1016,,5539.00,0.92,-0.172
Kepler-724 b,Kepler-724,1,1,3.31494634,0.043300,3.290,0.03410,1155,,5437.00,0.90,-0.223
Kepler-725 b,Kepler-725,1,1,39.64317811,0.215000,10.630,0.25000,472,,5363.00,0.88,-0.313
Kepler-726 b,Kepler-726,1,1,21.80451088,0.140600,3.260,0.03360,543,,5452.00,0.88,-0.319
Kepler-727 b,Kepler-727,1,1,5.15448442,0.054600,2.530,0.02180,964,,5441.00,0.89,-0.317
Kepler-728 b,Kepler-728,1,1,5.74347727,0.062500,3.340,0.03500,982,,5660.00,0.95,0.227
Kepler-729 b,Kepler-729,1,1,3.16635371,0.043200,3.580,0.03940,1273,,5633.00,0.94,0.261
Kepler-730 b,Kepler-730,1,2,6.49168281,0.069400,12.330,,1219,,5620.00,1.05,0.236
Kepler-730 c,Kepler-730,1,2,2.85188338,0.039970,1.569,0.00971,1607,,5620.00,1.05,0.236
Kepler-731 b,Kepler-731,1,1,3.85560355,0.050500,13.880,,1212,,5849.00,1.03,0.035
Kepler-732 b,Kepler-732,1,2,9.46781405,0.069100,2.180,0.01700,407,,3631.00,0.49,-1.375
Kepler-732 c,Kepler-732,1,2,0.89304124,0.014300,1.270,0.00678,893,,3631.00,0.49,-1.375
Kepler-733 b,Kepler-733,1,1,20.83424726,0.148300,2.820,0.02630,595,,5418.00,0.90,-0.298
Kepler-734 b,Kepler-734,1,1,6.10485286,0.058300,3.560,0.03900,784,,5326.00,0.85,0.374
Kepler-735 b,Kepler-735,1,1,11.51516988,0.096500,2.950,0.02830,657,,5107.00,0.85,-0.517
Kepler-736 b,Kepler-736,1,1,3.60147201,0.042800,2.930,0.02800,996,,5217.00,0.86,-0.350
Kepler-737 b,Kepler-737,1,1,28.59915399,0.142200,1.960,0.01420,298,,3813.00,0.51,-1.301
Kepler-738 b,Kepler-738,1,1,24.58721573,0.155200,2.500,0.02140,530,,5327.00,0.86,-0.213
Kepler-739 b,Kepler-739,1,1,12.53248465,0.105400,3.320,0.03460,775,,5601.00,0.93,0.018
Kepler-74 b,Kepler-74,1,1,7.34071100,0.078100,10.760,0.63000,1078,F8 V,6000.00,1.18,0.332
Kepler-740 b,Kepler-740,1,1,3.58410122,0.046200,4.570,0.05960,1131,,5438.00,0.91,-0.123
Kepler-741 b,Kepler-741,1,1,7.03902374,0.074400,2.970,0.02870,1051,,6129.00,1.16,0.332
Kepler-742 b,Kepler-742,1,1,8.36086824,0.074400,3.240,0.03320,690,,4642.00,0.76,-0.692
Kepler-743 b,Kepler-743,2,1,3.17926292,0.041800,1.210,0.00606,1101,,5486.00,0.94,-0.176
Kepler-744 b,Kepler-744,1,1,12.06222443,0.099300,1.620,0.01020,750,,5594.00,0.94,-0.222
Kepler-745 b,Kepler-745,1,1,9.93143556,0.091500,2.160,0.01670,931,,5849.00,1.04,0.376
Kepler-746 b,Kepler-746,1,1,3.48159251,0.043500,1.110,0.00444,1156,,5418.00,0.91,-0.172
Kepler-747 b,Kepler-747,1,1,35.61760587,0.191600,5.270,0.07590,456,,5096.00,0.82,-0.432
Kepler-748 b,Kepler-748,1,1,7.40742793,0.074500,2.520,0.02170,938,,5934.00,1.07,0.360
Kepler-749 b,Kepler-749,1,1,17.31716585,0.105400,3.100,0.03080,454,,5009.00,0.79,-0.494
Kepler-75 b,Kepler-75,1,1,8.88491160,0.081800,11.770,10.10000,767,K0 V,5200.00,0.91,-0.215
Kepler-750 b,Kepler-750,1,2,9.42887179,0.093000,3.070,0.03030,1163,,6160.00,1.15,0.344
Kepler-750 c,Kepler-750,1,2,4.08899022,0.053300,1.620,0.01020,1537,,6160.00,1.15,0.344
Kepler-751 b,Kepler-751,1,1,17.44490636,0.126300,2.460,0.02080,679,,5387.00,0.87,-0.264
Kepler-752 b,Kepler-752,1,1,18.82747265,0.135300,2.810,0.02610,632,,5373.00,0.87,-0.125
Kepler-753 b,Kepler-753,1,1,5.74772501,0.054000,1.910,0.01360,641,,4346.00,0.68,-0.865
Kepler-754 b,Kepler-754,1,1,14.55962370,0.116000,2.010,0.01480,758,,5935.00,1.06,0.416
Kepler-755 b,Kepler-755,2,2,1.26909037,0.021400,1.760,0.01180,1331,,5043.00,0.82,-0.457
Kepler-755 c,Kepler-755,2,2,2.85313364,0.036700,1.260,0.00669,1016,,5043.00,0.82,-0.457
Kepler-756 b,Kepler-756,1,1,1.22486632,0.021900,1.120,0.00459,1741,,5282.00,0.82,-0.358
Kepler-757 b,Kepler-757,1,1,1.02267882,0.019000,1.360,0.00761,1734,,6014.00,1.08,0.160
Kepler-758 b,Kepler-758,1,4,12.10971040,0.101900,2.480,0.02110,1005,,6228.00,1.16,0.563
Kepler-758 c,Kepler-758,1,4,4.75793986,0.054700,1.690,0.01100,1372,,6228.00,1.16,0.563
Kepler-758 d,Kepler-758,1,4,20.49661970,0.144700,2.120,0.01620,843,,6228.00,1.16,0.563
Kepler-758 e,Kepler-758,1,4,8.19347190,0.078500,1.530,0.00930,1144,,6228.00,1.16,0.563
Kepler-759 b,Kepler-759,1,1,41.80598500,0.232900,2.270,0.01820,533,,5860.00,1.04,0.061
Kepler-76 b,Kepler-76,1,1,1.54492980,0.027400,15.244,2.01000,2140,F,6409.00,1.20,0.451
Kepler-760 b,Kepler-760,1,2,8.70419416,0.077200,3.060,0.03020,748,,5322.00,0.89,-0.280
Kepler-760 c,Kepler-760,1,2,2.46697439,0.033300,1.480,0.00879,1139,,5322.00,0.89,-0.280
Kepler-761 b,Kepler-761,1,1,10.12804789,0.087400,2.030,0.01500,767,,5706.00,0.95,-0.117
Kepler-762 b,Kepler-762,1,1,3.77055210,0.049300,12.680,,1302,,5944.00,1.06,0.318
Kepler-763 b,Kepler-763,1,3,1.19655156,0.020500,1.220,0.00624,1414,,5166.00,0.84,-0.334
Kepler-763 c,Kepler-763,1,3,4.09667624,0.046600,1.420,0.00819,938,,4999.00,0.80,-0.334
Kepler-763 d,Kepler-763,1,3,6.50327035,0.063400,1.670,0.01080,804,,4999.00,0.80,-0.334
Kepler-764 b,Kepler-764,1,1,7.33683936,0.072400,1.640,0.01050,875,,5557.00,0.92,-0.136
Kepler-765 b,Kepler-765,1,1,27.66552260,0.175400,2.430,0.02040,641,,5901.00,1.05,0.146
Kepler-766 b,Kepler-766,1,1,6.10027804,0.066000,3.390,0.03590,990,,5992.00,1.10,0.451
Kepler-767 b,Kepler-767,1,1,161.52801010,0.587400,6.640,0.11200,366,,5694.00,0.96,0.476
Kepler-768 b,Kepler-768,1,1,11.39100250,0.092000,1.790,0.01210,618,,5108.00,0.82,-0.466
Kepler-769 b,Kepler-769,1,2,7.42608998,0.077800,2.920,0.02790,1037,,6186.00,1.19,0.179
Kepler-769 c,Kepler-769,1,2,15.98701740,0.129700,1.790,0.01210,803,,6186.00,1.19,0.179
Kepler-77 b,Kepler-77,1,1,3.57878087,0.045010,10.761,0.43000,1440,G5 V,5520.00,0.95,-0.046
Kepler-770 b,Kepler-770,1,3,18.92540274,0.169400,2.300,0.01860,1171,,5598.00,0.94,0.054
Kepler-770 c,Kepler-770,1,3,1.47532231,0.030900,1.200,0.00588,2740,,5598.00,0.94,0.054
Kepler-770 d,Kepler-770,1,3,4.15244722,0.061600,1.400,0.00800,1941,,5598.00,0.94,0.054
Kepler-771 b,Kepler-771,1,1,8.73485836,0.084300,1.820,0.01250,890,,5906.00,1.03,0.355
Kepler-772 b,Kepler-772,1,1,12.99207337,0.107100,1.820,0.01250,866,,5714.00,0.98,0.475
Kepler-773 b,Kepler-773,1,1,3.74910006,0.047000,1.430,0.00829,1160,,5850.00,1.04,0.095
Kepler-774 b,Kepler-774,1,1,11.08957230,0.111400,3.170,0.03200,1422,,6403.00,1.57,0.753
Kepler-775 b,Kepler-775,1,1,0.97486893,0.018700,1.190,0.00570,1612,,5468.00,0.92,-0.267
Kepler-776 b,Kepler-776,1,1,4.89718784,0.052300,1.280,0.00687,904,,5071.00,0.83,-0.437
Kepler-777 b,Kepler-777,1,1,5.72812599,0.051900,1.470,0.00869,569,,4043.00,0.58,-0.968
Kepler-778 b,Kepler-778,1,1,3.75574426,0.045300,1.680,0.01090,977,,5102.00,0.81,-0.413
Kepler-779 b,Kepler-779,2,1,7.09714223,0.053300,0.920,0.00227,425,,3804.00,0.46,-1.234
Kepler-78 b,Kepler-78,2,1,0.35500745,0.009010,1.201,0.00529,2223,G,5058.00,0.78,-0.498
Kepler-780 b,Kepler-780,1,1,0.67737516,0.015000,0.890,0.00201,2099,,5769.00,1.01,0.017
Kepler-781 b,Kepler-781,1,1,13.21407320,0.101900,2.890,0.02740,629,,5162.00,0.81,-0.384
Kepler-782 b,Kepler-782,1,1,158.68533080,0.544400,3.210,0.03270,350,,5867.00,0.98,0.110
Kepler-783 b,Kepler-783,1,2,4.29264638,0.049100,0.780,0.00126,991,,5521.00,0.93,-0.231
Kepler-783 c,Kepler-783,1,2,7.05395000,0.068400,2.332,0.01900,840,,5411.49,0.94,-0.231
Kepler-784 b,Kepler-784,1,2,31.59226460,0.196700,1.580,0.00982,688,,5674.00,1.00,0.857
Kepler-784 c,Kepler-784,1,2,17.15723600,0.130900,1.550,0.00951,844,,5676.00,1.02,0.857
Kepler-785 b,Kepler-785,1,1,1.97376093,0.025000,13.020,,753,,4739.00,0.77,-0.683
Kepler-786 b,Kepler-786,1,1,53.52934870,0.254800,2.430,0.02040,348,,4838.00,0.81,-0.583
Kepler-787 b,Kepler-787,1,1,0.92831050,0.015900,1.280,0.00687,1115,,4248.00,0.65,-0.895
Kepler-788 b,Kepler-788,1,1,8.39846269,0.083500,2.550,0.02210,984,,6159.00,1.16,0.336
Kepler-789 b,Kepler-789,1,1,8.63847725,0.095100,2.120,0.01620,1419,,5870.00,1.01,0.496
Kepler-79 b,Kepler-79,1,4,13.48450000,0.117000,3.470,0.03430,929,,6174.00,1.17,0.342
Kepler-79 c,Kepler-79,1,4,27.40290000,0.187000,3.720,0.01900,734,,6174.00,1.17,0.342
Kepler-79 d,Kepler-79,1,4,52.09020000,0.287000,7.160,0.01900,592,,6174.00,1.17,0.342
Kepler-79 e,Kepler-79,1,4,81.06590000,0.386000,3.490,0.01300,511,,6174.00,1.17,0.342
Kepler-790 b,Kepler-790,1,1,13.73469807,0.101000,2.180,0.01700,634,,5208.00,0.84,-0.424
Kepler-791 b,Kepler-791,1,1,14.55397590,0.125600,3.050,0.03000,939,,6383.00,1.30,0.403
Kepler-792 b,Kepler-792,1,1,11.30119217,0.098800,1.960,0.01420,852,,5971.00,1.09,0.274
Kepler-793 b,Kepler-793,1,1,4.24153639,0.049100,1.370,0.00771,1177,,5745.00,0.98,0.110
Kepler-794 b,Kepler-794,1,1,11.13125132,0.103600,2.110,0.01600,952,,5839.00,1.19,0.506
Kepler-795 b,Kepler-795,2,1,29.61934210,0.181700,1.680,0.01090,580,,5631.00,0.94,-0.022
Kepler-796 b,Kepler-796,1,1,6.40087618,0.066200,1.300,0.00705,1109,,5475.00,0.93,0.572
Kepler-797 b,Kepler-797,1,1,27.07237711,0.181000,2.170,0.01680,605,,5680.00,0.96,0.470
Kepler-798 b,Kepler-798,1,1,13.71933369,0.117400,2.390,0.01980,864,,6224.00,1.19,0.222
Kepler-799 b,Kepler-799,1,2,133.46052350,0.516700,6.880,0.11900,433,,5681.00,0.95,0.349
Kepler-799 c,Kepler-799,1,2,15.19419956,0.121400,2.781,0.02560,893,,5588.00,1.03,0.349
Kepler-8 b,Kepler-8,1,1,3.52249910,0.047400,15.872,0.59000,1680,,6213.00,1.21,0.605
Kepler-80 b,Kepler-80,1,6,7.05246000,0.064800,2.670,0.02180,547,K5,4540.00,0.73,-0.770
Kepler-80 c,Kepler-80,1,6,9.52355000,0.079200,2.740,0.02121,495,K5,4540.00,0.73,-0.770
Kepler-80 d,Kepler-80,1,6,3.07222000,0.037200,1.530,0.02124,722,K5,4540.00,0.73,-0.770
Kepler-80 e,Kepler-80,1,6,4.64489000,0.049100,1.600,0.01299,629,K5,4540.00,0.73,-0.770
Kepler-80 f,Kepler-80,1,6,0.98678730,0.017500,1.210,0.00606,1054,K5,4540.00,0.73,-0.770
Kepler-80 g,Kepler-80,1,6,14.64558000,,1.130,0.00474,418,K5,4540.00,0.83,-0.767
Kepler-800 b,Kepler-800,1,1,14.13176026,0.110600,2.850,0.02670,675,,5315.00,0.85,-0.358
Kepler-801 b,Kepler-801,1,1,11.41928253,0.079500,2.000,0.01470,419,,4435.00,0.67,-0.798
Kepler-802 b,Kepler-802,1,1,40.05874730,0.226500,3.540,0.03860,489,,5507.00,0.93,-0.226
Kepler-803 b,Kepler-803,1,1,50.28638192,0.267800,3.790,0.04340,543,,5919.00,1.05,0.241
Kepler-804 b,Kepler-804,1,2,14.37457351,0.113700,1.940,0.01390,779,,5817.00,1.01,0.050
Kepler-804 c,Kepler-804,1,2,9.65185017,0.087200,1.140,0.00489,890,,5817.00,1.01,0.050
Kepler-805 b,Kepler-805,1,1,30.86389310,0.197800,2.890,0.02740,743,,6112.00,1.19,0.541
Kepler-806 b,Kepler-806,1,1,8.09219642,0.076400,1.140,0.00489,1089,,5770.00,0.99,0.407
Kepler-807 b,Kepler-807,1,1,117.93108781,0.488400,10.420,0.24200,418,,5965.00,1.04,0.228
Kepler-808 b,Kepler-808,1,1,0.63133235,0.011600,1.460,0.00859,1322,,4653.00,0.76,-0.684
Kepler-809 b,Kepler-809,1,1,55.63934000,0.290100,3.010,0.02930,478,,5734.00,0.99,0.001
Kepler-81 b,Kepler-81,1,3,5.95500000,0.052200,2.420,0.05400,635,M0 V,4385.00,0.64,-0.889
Kepler-81 c,Kepler-81,1,3,12.04000000,0.083470,2.370,0.01400,502,M0 V,4385.00,0.64,-0.889
Kepler-81 d,Kepler-81,1,3,20.83784600,0.128000,1.210,0.00606,418,M0 V,4500.00,0.65,-0.889
Kepler-810 b,Kepler-810,1,1,4.59725385,0.055000,1.930,0.01380,1105,,5803.00,1.03,-0.032
Kepler-811 b,Kepler-811,1,1,23.58447697,0.158300,2.700,0.02440,730,,5747.00,1.01,0.323
Kepler-812 b,Kepler-812,1,1,10.11716531,0.102400,3.550,0.03880,1163,,6761.00,1.45,0.752
Kepler-813 b,Kepler-813,1,1,19.12947337,0.143900,2.140,0.01640,817,,5743.00,0.95,-0.071
Kepler-814 b,Kepler-814,1,1,6.14698510,0.069500,2.120,0.01620,1164,,6162.00,1.15,0.669
Kepler-815 b,Kepler-815,1,1,8.57503552,0.088800,4.110,0.04980,1374,,5028.00,1.25,0.857
Kepler-816 b,Kepler-816,1,1,10.50682565,0.089500,10.240,0.23400,668,,5286.00,0.90,-0.374
Kepler-817 b,Kepler-817,1,1,3.99010623,0.049300,9.030,0.18900,1124,,5861.00,1.03,0.086
Kepler-818 b,Kepler-818,1,1,10.03538581,0.088600,5.110,0.07200,786,,5638.00,0.94,-0.124
Kepler-819 b,Kepler-819,1,1,33.19956480,0.189400,2.760,0.02530,485,,5279.00,0.86,-0.398
Kepler-82 b,Kepler-82,1,5,26.44000000,0.168300,4.070,0.03823,562,,5529.00,0.91,-0.185
Kepler-82 c,Kepler-82,1,5,51.54000000,0.262600,5.340,0.04373,450,,5529.00,0.91,-0.185
Kepler-82 d,Kepler-82,1,5,2.38296100,0.034000,1.770,0.01190,1253,,5428.00,0.96,-0.185
Kepler-82 e,Kepler-82,1,5,5.90220600,0.063000,2.470,0.02100,926,,5428.00,0.96,-0.185
Kepler-82 f,Kepler-82,1,5,75.73200000,0.339500,4.840,0.06576,,,5529.00,0.91,-0.225
Kepler-820 b,Kepler-820,1,1,127.83380980,0.582900,6.090,0.09700,554,,6260.00,1.23,0.689
Kepler-821 b,Kepler-821,1,1,1.92279873,0.029000,1.310,0.00714,1215,,5191.00,0.84,-0.364
Kepler-822 b,Kepler-822,1,1,3.22296927,0.041200,1.770,0.01190,1239,,5928.00,1.06,-0.005
Kepler-823 b,Kepler-823,1,1,4.16809082,0.050700,1.570,0.00972,1277,,5643.00,0.98,0.335
Kepler-824 b,Kepler-824,1,1,4.51436633,0.055000,1.870,0.01310,1231,,6035.00,1.15,0.122
Kepler-825 b,Kepler-825,1,2,3.77360059,0.045300,1.530,0.00930,1270,,5976.00,1.03,0.120
Kepler-825 c,Kepler-825,1,2,8.18182460,0.075900,1.840,0.01270,981,,5976.00,1.03,0.120
Kepler-826 b,Kepler-826,1,1,4.48758907,0.052800,1.250,0.00660,1305,,6079.00,1.05,0.349
Kepler-827 b,Kepler-827,1,1,51.92927591,0.274200,5.630,0.08490,574,,5602.00,0.93,0.232
Kepler-828 b,Kepler-828,1,1,0.56785714,0.012500,1.510,0.00909,1848,,5039.00,0.81,-0.543
Kepler-829 b,Kepler-829,1,1,6.88337562,0.067800,2.110,0.01600,857,,5698.00,0.98,0.040
Kepler-83 b,Kepler-83,2,3,9.77000000,0.072950,2.830,0.13200,460,M0 V,4082.00,0.66,-1.102
Kepler-83 c,Kepler-83,2,3,20.09000000,0.117960,2.360,0.03600,362,M0 V,4082.00,0.66,-1.102
Kepler-83 d,Kepler-83,2,3,5.16979600,0.051000,1.940,0.07700,569,M0 V,4648.00,0.58,-1.102
Kepler-830 b,Kepler-830,1,1,11.29695137,0.103300,1.700,0.01110,907,,6037.00,1.07,0.169
Kepler-831 b,Kepler-831,1,1,5.62153941,0.060300,1.270,0.00678,992,,5732.00,0.99,0.012
Kepler-832 b,Kepler-832,1,1,7.13969410,0.075000,2.060,0.01540,965,,5596.00,0.92,0.070
Kepler-833 b,Kepler-833,1,1,18.75469980,0.113900,2.020,0.01490,382,,4339.00,0.64,-0.793
Kepler-834 b,Kepler-834,1,1,13.32388301,0.086200,2.020,0.01490,378,,4554.00,0.70,-0.745
Kepler-835 b,Kepler-835,1,1,11.41909375,0.107000,2.790,0.02580,921,,5954.00,1.08,0.330
Kepler-836 b,Kepler-836,1,1,11.36112327,0.101300,2.730,0.02490,869,,5895.00,1.03,0.049
Kepler-837 b,Kepler-837,1,1,16.56059504,0.114400,2.560,0.02230,701,,5403.00,0.85,-0.271
Kepler-838 b,Kepler-838,1,1,15.74957994,0.126600,2.730,0.02490,777,,5770.00,0.98,-0.099
Kepler-839 b,Kepler-839,1,1,37.81445140,0.234100,2.570,0.02240,626,,6058.00,1.22,0.437
Kepler-84 b,Kepler-84,1,5,8.72600000,0.082700,2.230,0.12600,985,,6039.00,1.00,0.212
Kepler-84 c,Kepler-84,1,5,12.88300000,0.107200,2.360,0.06400,865,,6039.00,1.00,0.212
Kepler-84 d,Kepler-84,1,5,4.22453700,0.052000,1.380,0.00780,1254,,6031.00,1.06,0.212
Kepler-84 e,Kepler-84,1,5,27.43438900,0.181000,2.600,0.02290,672,,6031.00,1.06,0.212
Kepler-84 f,Kepler-84,1,5,44.55216900,0.250000,2.200,0.01720,572,,6031.00,1.06,0.212
Kepler-841 b,Kepler-841,1,1,124.41983980,0.479000,5.230,0.07490,416,,5324.00,0.85,-0.362
Kepler-842 b,Kepler-842,1,1,1.21956827,0.020400,1.600,0.01000,1252,,4848.00,0.78,-0.612
Kepler-843 b,Kepler-843,1,1,2.05387982,0.031300,2.590,0.02270,1523,,5830.00,1.02,-0.047
Kepler-844 b,Kepler-844,1,1,2.61302086,0.029800,1.680,0.01090,713,,4128.00,0.59,-0.921
Kepler-845 b,Kepler-845,1,1,0.92785982,0.017000,2.040,0.01520,1361,,4913.00,0.79,-0.605
Kepler-846 b,Kepler-846,1,1,19.80792185,0.139900,2.480,0.02110,624,,5579.00,0.94,-0.217
Kepler-847 b,Kepler-847,1,1,2.34323190,0.031500,1.180,0.00553,1054,,4940.00,0.83,-0.507
Kepler-848 b,Kepler-848,1,1,6.91134416,0.072000,1.700,0.01110,1086,,5695.00,1.01,0.594
Kepler-849 b,Kepler-849,1,1,394.62449040,1.108800,7.140,0.12700,325,,6059.00,1.23,0.605
Kepler-85 b,Kepler-85,1,4,8.30600000,0.076600,1.970,0.01430,809,,5499.00,0.92,-0.212
Kepler-85 c,Kepler-85,1,4,12.51300000,0.100700,2.180,0.06600,706,,5499.00,0.92,-0.212
Kepler-85 d,Kepler-85,1,4,17.91323000,0.130000,1.200,0.00588,626,,5436.00,0.87,-0.212
Kepler-85 e,Kepler-85,1,4,25.21675100,0.163000,1.270,0.00189,559,,5436.00,0.92,-0.212
Kepler-850 b,Kepler-850,1,1,7.19303878,0.074400,1.780,0.01200,995,,5932.00,1.06,0.173
Kepler-851 b,Kepler-851,1,1,8.50699658,0.080200,1.680,0.01090,900,,5455.00,0.89,-0.273
Kepler-852 b,Kepler-852,1,1,44.93098040,0.265400,2.540,0.02200,565,,6100.00,1.19,0.827
Kepler-853 b,Kepler-853,1,1,7.16892463,0.077900,1.690,0.01100,1187,,6350.00,1.30,0.510
Kepler-855 b,Kepler-855,1,1,7.88663110,0.076200,8.350,0.16600,996,,5835.00,1.03,0.333
Kepler-856 b,Kepler-856,1,1,8.02768059,0.078700,9.300,0.19900,824,,5535.00,0.96,-0.022
Kepler-857 b,Kepler-857,1,1,85.35129427,0.375100,6.800,0.11700,390,,5773.00,0.99,-0.071
Kepler-858 b,Kepler-858,1,1,76.13602028,0.340300,4.870,0.06640,399,,5653.00,0.96,-0.113
Kepler-859 b,Kepler-859,1,1,20.38177573,0.134500,3.090,0.03070,528,,5020.00,0.81,-0.556
Kepler-860 b,Kepler-860,1,1,5.10137945,0.058000,3.240,0.03320,1050,,5836.00,1.04,-0.157
Kepler-861 b,Kepler-861,1,1,3.94963138,0.046300,2.280,0.01830,966,,5047.00,0.82,-0.427
Kepler-862 b,Kepler-862,1,1,3.14866453,0.039000,2.210,0.01740,1097,,5333.00,0.88,-0.103
Kepler-863 b,Kepler-863,1,1,15.59461874,0.122000,2.900,0.02750,718,,5678.00,0.96,0.215
Kepler-864 b,Kepler-864,1,2,5.83376092,0.068700,2.400,0.02000,1143,,5754.00,1.00,0.208
Kepler-864 c,Kepler-864,1,2,2.42150341,0.038200,1.620,0.01020,1532,,6213.00,1.27,0.208
Kepler-865 b,Kepler-865,1,2,14.16399294,0.105700,2.490,0.02130,694,,5570.00,0.93,-0.298
Kepler-865 c,Kepler-865,1,2,6.20920207,0.061000,0.890,0.00201,914,,5440.00,0.78,-0.298
Kepler-866 b,Kepler-866,1,1,2.61703254,0.033100,1.630,0.01040,996,,4751.00,0.75,-0.705
Kepler-867 b,Kepler-867,1,1,150.24212700,0.537500,4.640,0.06120,327,,5541.00,0.92,0.117
Kepler-868 b,Kepler-868,1,1,5.03251791,0.057500,2.050,0.01530,1047,,5614.00,0.93,0.068
Kepler-869 b,Kepler-869,1,1,40.42877550,0.224400,3.610,0.03990,494,,5664.00,0.97,-0.110
Kepler-87 b,Kepler-87,1,2,114.73635000,0.481000,13.490,1.02000,478,,5600.00,1.10,0.326
Kepler-87 c,Kepler-87,1,2,191.23180000,0.676000,6.140,0.02000,403,,5600.00,1.10,0.326
Kepler-870 b,Kepler-870,1,1,21.35876210,0.153900,2.780,0.02560,691,,5857.00,1.01,0.043
Kepler-871 b,Kepler-871,1,1,22.04590180,0.157200,3.740,0.04240,640,,5993.00,1.11,0.309
Kepler-872 b,Kepler-872,1,1,2.57885507,0.036200,1.990,0.01450,1230,,5902.00,1.05,-0.146
Kepler-873 b,Kepler-873,1,1,20.55338440,0.154200,3.750,0.04260,749,,6163.00,1.18,0.134
Kepler-874 b,Kepler-874,1,1,40.06867270,0.223400,3.940,0.04630,560,,6020.00,1.09,0.138
Kepler-875 b,Kepler-875,1,1,27.50737990,0.177100,2.900,0.02750,569,,5958.00,1.06,0.135
Kepler-876 b,Kepler-876,1,1,5.14438011,0.054900,1.430,0.00829,923,,5060.00,0.81,-0.338
Kepler-877 b,Kepler-877,1,1,18.45847097,0.130100,2.120,0.01620,632,,5261.00,0.85,-0.343
Kepler-878 b,Kepler-878,1,1,25.94220330,0.165000,1.930,0.01380,501,,5044.00,0.81,-0.174
Kepler-879 b,Kepler-879,1,1,33.38559380,0.201200,2.570,0.02240,580,,5792.00,1.02,0.033
Kepler-88 d,KOI-142,1,3,1403.00000000,,13.100,3.05046,,G6 V,5466.00,0.99,-0.192
Kepler-880 b,Kepler-880,1,2,7.71468975,0.091500,2.660,0.02380,1622,,6761.00,1.46,0.666
Kepler-880 c,Kepler-880,1,2,11.80617370,0.121600,2.870,0.02710,1407,,6900.00,1.71,0.666
Kepler-881 b,Kepler-881,1,1,4.44448017,0.055200,1.780,0.01200,1217,,5961.00,1.06,0.120
Kepler-882 b,Kepler-882,1,1,3.98953967,0.044900,1.230,0.00642,903,,5476.00,0.90,-0.273
Kepler-883 b,Kepler-883,1,1,12.98495573,0.105500,1.780,0.01200,818,,6116.00,1.06,0.296
Kepler-884 b,Kepler-884,1,1,5.69919514,0.062200,1.230,0.00642,964,,5715.00,1.00,-0.313
Kepler-885 b,Kepler-885,1,1,18.11472949,0.143200,2.500,0.02140,830,,6187.00,1.21,0.417
Kepler-886 b,Kepler-886,1,1,6.24146367,0.067000,1.520,0.00920,1111,,6098.00,1.10,0.042
Kepler-887 b,Kepler-887,1,2,20.42228798,0.153600,1.840,0.01270,785,,6194.00,1.19,0.446
Kepler-887 c,Kepler-887,1,2,7.63846023,0.079700,1.130,0.00474,1089,,6194.00,1.19,0.446
Kepler-888 b,Kepler-888,1,1,70.69790610,0.328000,1.760,0.01180,417,,5875.00,0.97,-0.043
Kepler-889 b,Kepler-889,1,1,3.74443900,0.049200,1.090,0.00416,1328,,5961.00,1.14,0.383
Kepler-890 b,Kepler-890,1,1,52.75875577,0.294400,8.890,0.18400,540,,5954.00,1.09,0.327
Kepler-891 b,Kepler-891,1,1,53.44945593,0.288100,6.410,0.10600,486,,5887.00,1.06,0.588
Kepler-892 b,Kepler-892,1,1,13.75210720,0.101500,2.810,0.02610,556,,4747.00,0.75,-0.735
